Department,Course Number,Course Name,Credits,Semesters Offered,Pre-Requisite(s)
ENT,3953,"Ignite: Ideate, Innovate, Create!",1.0,"Fall, Spring",
ENT,3954,Enterprise Market Principles,1.0,"Fall, Spring",
ENT,3956,Industrial Health and Safety,1.0,Fall,
ENT,3958,Ethics in Engineering Design and Implementation,1.0,"Fall, Spring",ENG 1101 or ENG 1101T
ENT,3959,Fundamentals of Six Sigma I,1.0,Fall,
ENT,3960,Enterprise Project Work IV,1.0,"Fall, Spring, Summer",
ENT,3961,Building and Leading Teams,1.0,"Fall, Spring",
ENT,3963,"Deliver: Explore, Develop, Execute!",1.0,Spring,
ENT,3964,Fundamentals of Project Management,1.0,Spring,
ENT,3965,Automotive Engineering,1.0,"Fall, Spring",
ENT,3966,Design for Manufacturing,1.0,"Fall, Spring",ENG 1102
ENT,3967,Design for Six Sigma,1.0,Spring,
ENT,3970,Enterprise Special Topics,1.0,"Fall, Spring, Summer",
ENT,3971,Seven Habits of Highly Effective People,1.0,Spring,
ENT,3979,Alternative Energy Technologies and Processes,1.0,Fall,
ENT,3980,Pre-Capstone Enterprise Project Work,1.0,"Fall, Spring, Summer",ENT 3950 and ENT 3960
ENT,3981,LabVIEW Basics,1.0,"Fall, Spring",
ENT,3982,Continuous Improvement Using Lean Principles,1.0,Fall,
ENT,3983,The Culture of Continuous Improvement,1.0,Spring,
ENT,4900,Senior Enterprise Project Work V Non-Capstone,2.0,"Fall, Spring, Summer",
ENT,4910,Senior Enterprise Project Work VI Non-Capstone,2.0,"Fall, Spring, Summer",
ENT,4950,Enterprise Project Work V Capstone,2.0,"Fall, Spring, Summer",(BE 3350 and BE 3700 and BE 3800 and BE 4900 and ENT 3950 and ENT 3960) or (CEE 3620 or CEE 3810) or CM 4855(C) or (CS 3712 or CS 4711 or CS 4760) or (ENT 3960 and EE 3131) or (EE 3280 and EE 3261(C)) and EE 3910 and EE 3174(C) or (GE 3890 and GE 3880) or (ENT 3950 and ENT 3960) and (MA 3710(C) or MA 2710(C) or MA 2720 or MA 3715) and (MEEM 3750 or ME 3750) and (MEEM 3201 or ME 3201) and (MEEM 3901 or ME 3901) and (MEEM 3911 or ME 3911) and EE 3010(C) and (MEEM 3400 or ME 3400) and (MEEM 3600 or ME 3601(C)) or MSE 3190 or (CMG 3250 and CMG 4120(C) and CMG 4210 and CMG 3200) or (EET 3281 and EET 4253(C)) or SAT 3812(C) or SU 4100(C) or ENG 3505(C) or (ENT 3950 and ENT 3960) or (MET 4200 and MET 3500(C) and MET 3451(C)) or MET 4210
ENT,4960,Enterprise Project Work VI Capstone,2.0,"Fall, Spring, Summer",ENT 4950 and (BE 4900 or CEE 3620 or CEE 3810 or CM 4855 or CS 3712 or CS 4711 or CS 4760 or EE 3174 or GE 3890 or GE 3880 or MSE 4141(C) or CMG 4210 or (EET 4253 and EET 3281) or (MET 4460 and MET 4210) or (SAT 4541 and SAT 3812) or SU 4100 or ENG 3830(C) or (ENG 3505 and ENG 4505) or (MEEM 3750 or ME 3750) and (MEEM 3201 or ME 3201) or (EE 3280 and EE 3261))
ENT,4961,Enterprise Project Work VII,1.0,"Fall, Spring, Summer",ENT 3950 and ENT 3960 and (ENT 4950 and ENT 4960) or (ENT 4900 and ENT 4910)
ENT,4970,Enterprise Special Topics,1.0,"Fall, Spring",
FIN,2400,Financial Literacy,3.0,Fall,
FIN,3000,Principles of Finance,3.0,"Fall, Spring, Summer",ACC 2000 and (MA 1020 or MA 1030 or MA 1031 or MA 1032 or MA 1120 or MA 1135 or MA 1160 or MA 1161 or MA 1121 or MA 2160 or ALEKS Math Placement >= 61 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540)
FIN,4000,Investment Analysis,3.0,Fall,EC 3400 or FIN 3000 and (MA 2710 or MA 2720 or MA 3710)
FIN,4100,Advanced Financial Management,3.0,Fall,EC 3400 or FIN 3000
FIN,4200,Derivatives and Financial Engineering,3.0,Spring,EC 3400 or FIN 3000 and (MA 2710 or MA 2720 or MA 3710)
FIN,4300,Personal Financial Planning,3.0,Spring,BA 3400 or EC 3400 or FIN 3000
FIN,4400,Equity Analysis,3.0,On Demand,FIN 3000 or EC 3400
FIN,4500,Risk Management,3.0,Spring,(FIN 3000 or EC 3400) and (MA 2710 or MA 2720 or MA 3710 or MA 3720)
FIN,4600,FinTech Foundations,3.0,Fall,EC 3400 or FIN 3000
FIN,4700,Global Finance,3.0,Fall,BA 3400 or EC 3400 or FIN 3000
FIN,4801,Applied Portfolio Management I,var,Summer,
FIN,4802,Applied Portfolio Management II,var,Fall,
FIN,4803,Applied Portfolio Management III,var,Spring,
FIN,4990,Special Topics in Finance,var,On Demand,EC 3400 or FIN 3000
FW,1020,Exploring College of Forest Resources and Environmental Science Opportunities,1.0,Fall,
FW,1035,Wood Anatomy and Properties,3.0,Spring,
FW,1050,The Natural Resource Professional,2.0,Fall,
FW,2010,Vegetation of North America,4.0,Fall,
FW,2015,Landscape Vegetation,2.0,"Fall, Summer",FW 2010
FW,2030,Conservation of Nature,2.0,Fall,
FW,2051,Field Techniques,2.0,Fall,
FW,2060,Fundamentals of Environmental Sustainability,3.0,Fall,
FW,2081,Introduction to Circular Economy,3.0,Spring,
FW,2100,Introduction to Biochemistry,3.0,Spring,CH 1150
FW,2995,Current Issues in Natural Resources,var,On Demand,
FW,3010,Practice of Silviculture,4.0,"Fall, Summer",FW 2010 and FW 2051
FW,3012,Survey of Silviculture,2.0,"Fall, Summer",FW 2010 and FW 2051
FW,3015,Arboriculture,3.0,Fall,
FW,3020,Forest Ecology,3.0,Fall,FW 2051(C)
FW,3075,Introduction to Biotechnology,3.0,Spring,
FW,3090,Mechanics of Solid Wood and Wood Composites,3.0,Fall,
FW,3097,Forest Biomaterials,3.0,Fall,
FW,3098,Adding Value to Forest Biomaterials,2.0,"Fall, in even years",FW 1035
FW,3110,Natural Resource Policy,3.0,"Spring, Summer",
FW,3111,Wild Foods: Northern Forests,2.0,"Summer, in even years",
FW,3112,Human Dimensions of Conservation,3.0,Spring,FW 1050
FW,3114,Reading the Forest,3.0,"Summer, in odd years",
FW,3117,Forest of the Future: Swedish Study Abroad,var,"Summer, in odd years",
FW,3150,Timber Harvesting,2.0,"Fall, Summer",FW 2051
FW,3170,Land Measurements and GPS,1.0,"Fall, Summer",FW 3540
FW,3180,"Geomorphology, Landscapes and Ecosystems",2.0,"Fall, Summer",
FW,3190,Multi-resource Assessment,3.0,"Fall, Summer",FW 2051 and FW 3020 and FW 3200 and (MA 2710 or MA 2720 or MA 3710)
FW,3200,Biometrics and Data Analysis,4.0,"Spring, Summer",FW 2051 and (MA 2710 or MA 2720 or MA 3710)
FW,3313,Sustainability Science,3.0,"Fall, Spring",
FW,3320,Fundamentals of Forest Genetics and Genomics,3.0,Spring,BL 1400 or BL 2160
FW,3330,Soil Science,4.0,Fall,CH 1112(C) or (CH 1150(C) and CH 1151(C))
FW,3376,Forest &amp; Environmental Resource Management (The FERM) I,2.0,"Fall, Spring, Summer",FW 2010 and FW 2051
FW,3410,Conservation Science,3.0,Fall,
FW,3510,Outdoor Recreation and Tourism,3.0,Spring,
FW,3540,An Introduction to Geographic Information Systems for Natural Resource Management,4.0,Spring,MA 2710(C) or MA 2720(C) or MA 3710(C) or ENVE 3502 or CEE 3502(C)
FW,3600,Wildlife Habitat,3.0,"Fall, Summer",
FW,3601,Wildlife Research Techniques,3.0,Fall,FW 2051(C)
FW,3610,Ornithology,4.0,Spring,BL 1040 or BL 1020 or (BL 1200 and BL 1210) or (BL 1400 and BL 1410)
FW,3620,Field Ornithology,1.0,Summer,
FW,3760,Human Dimensions in Natural Resources Stewardship,3.0,Fall,
FW,3766,Maple Syrup Management and Culture,3.0,Spring,
FW,3800,Insect Ecology,2.0,"Fall, Summer",
FW,3840,Forest Health,3.0,"Fall, Summer",FW 3020
FW,3850,Animal Behavior,3.0,"Spring, Summer, in odd years",BL 1040 or (BL 1400 and BL 1410) or BL 1010 or (BL 1100 and BL 1110) and (BL 1020 or BL 1200 and BL 1210)
FW,4000,Professional Experience Program,1.0,"Fall, Spring, Summer",
FW,4001,Bioproducts Internship,var,"Fall, Spring, Summer",
FW,4050,Deterioration and Preservation of Sustainable Biomaterials,3.0,Fall,
FW,4070,Ge-izhi-mawanji’idiyang dazhindamang gidakiiminaan (the way we meet to talk about our earth),2.0,"Fall, in even years",
FW,4080,Forest Economics &amp; Finance,3.0,Spring,
FW,4082,Gene Expression Data Analysis,3.0,"Fall, in even years",FW 4099 or CS 1121 or CS 1122 or CS 1131 or CS 1141 or CS 2321
FW,4099,Programming Skills for Bioinformatics,3.0,"Fall, in odd years",CS 1121
FW,4111,Indigenous Natural Resource Management,3.0,Spring,
FW,4115,Tree Seedling Production and Greenhouse Management,3.0,Spring,
FW,4120,Tree Physiology,3.0,Spring,
FW,4128,Conservation Genetics,3.0,"Spring, in odd years",BL 1040 or BL 1020 or (BL 1200 and BL 1210) or (BL 1400 and BL 1410)
FW,4140,Stand &amp; Forest Modeling,2.0,Spring,FW 3010 or FW 3012 and FW 3540(C)
FW,4150,Forest and Natural Resource Management,3.0,Fall,FW 3010 or FW 3012
FW,4180,Applied Environmental Ethics,3.0,Fall,
FW,4220,Wetlands,4.0,Fall,BL 1100 or BL 1400 or BL 2160 or BL 3080
FW,4240,Mammalogy,4.0,Fall,BL 1020 or BL 1040 or (BL 1200 and BL 1210) or (BL 1400 and BL 1410)
FW,4260,Population Ecology,3.0,Fall,
FW,4300,Wildland Fire,3.0,Spring,FW 3020 and (FW 3010 or FW 3012)
FW,4370,Forest and Landscape Hydrology,3.0,Spring,
FW,4371,Snow Hydrology,3.0,"Spring, in even years",MA 2710 or MA 2720
FW,4380,Landscape Ecology and Planning,3.0,Spring,MA 2720 or CEE 3502
FW,4400,Urban Forestry,3.0,Spring,
FW,4421,Climate Change and Forested Systems,3.0,Spring,
FW,4500,Independent Study,var,"Fall, Spring, Summer",
FW,4540,Remote Sensing of the Environment,3.0,Fall,
FW,4545,Map Design with GIS,2.0,"Fall, Spring",FW 3540 or FW 5550
FW,4550,Introduction to Cartography for GIS,3.0,"Fall, Spring, Summer",FW 5550 or FW 3540
FW,4554,GPS Field Techniques,2.0,Fall,FW 3540
FW,4610,Wildlife Ecology,3.0,Fall,BL 3400(C) or FW 3020(C)
FW,4620,Herpetology,3.0,"Spring, in even years",BL 1040 or BL 1020 or (BL 1200 and BL 1210) or (BL 1400 and BL 1410)
FW,4635,Wildlife Disease Ecology,3.0,Spring,FW 3601 or FW 4610 or BL 3940
FW,4710,Environmental Biogeochemistry,3.0,Spring,CH 1150
FW,4800,Communication for Natural Resource Professionals,2.0,Fall,FW 3190
FW,4811,Integrated Resource Assessment Data Collection,2.0,"Fall, Summer",FW 3190
FW,4815,Wildlife Ecology and Conservation Capstone: Research,2.0,Fall,FW 3190 and FW 3600
FW,4830,Integrated Natural Resource Assessment,2.0,"Fall, Spring",FW 4811
FW,4835,Wildlife Ecology and Conservation Capstone: Conservation,2.0,Spring,FW 4815
FW,4840,Senior Research Thesis,4.0,"Fall, Spring",FW 3190
FW,4860,Environmental Science and Sustainability Capstone,3.0,Spring,FW 3020 and FW 3110 and FW 3540
GE,1100,Geological Engineering and Sciences Orientation,1.0,Fall,
GE,1200,Introduction to Data Science for Earth Resource Applications,1.0,Fall,MA 1160(C) or MA 1161(C) or MA 1121(C)
GE,2000,Understanding the Earth,3.0,"Fall, Spring",
GE,2010,Introduction to Geographic Information Systems,3.0,Fall,MA 1160 or MA 1161 or MA 1121
GE,2020,Introduction to Mining Engineering and Mining Methods,2.0,Fall,
GE,2100,Environmental Geology,3.0,Spring,
GE,2300,Mineral Science,3.0,Fall,CH 1000 or CH 1112 or (CH 1150 and CH 1151)
GE,2310,Introduction to Petrology,3.0,Spring,GE 2300
GE,2320,Mining Methods and Systems,2.0,Spring,GE 2020
GE,2640,Atmospheric Observations and Meteorology,3.0,"Fall, in even years",
GE,3010,Introduction to Field Methods,1.0,Fall,GE 2300 and GE 2310 and GE 3050
GE,3040,Fundamentals of Applied and Environmental Geophysics,3.0,Spring,PH 2200
GE,3050,Structural Geology,3.0,Spring,GE 2000
GE,3100,Depositional Systems,3.0,Fall,GE 2000 and GE 2310
GE,3200,Geochemistry,3.0,"Spring, in even years",CH 1150 and CH 1151
GE,3250,Computational Geosciences,3.0,Spring,MA 1160 or MA 1161 or MA 1121
GE,3320,Earth History,3.0,"Fall, in even years",GE 2000 or GE 2100
GE,3440,"Drilling, Blasting, and Mine Safety Engineering",4.0,"Fall, in odd years",GE 2020 and PH 2100 and MA 2160
GE,3850,Geohydrology,3.0,Spring,GE 2000 and MA 2160
GE,3870,Resource &amp; Reserve Estimation,3.0,Fall,GE 2020 and MA 3710
GE,3880,Mine Planning and Design,3.0,Spring,GE 2320 and GE 3440 and GE 3870
GE,3890,Engineering Geology and Rock Mechanics,3.0,Fall,(GE 2000 or GE 2100) and (GE 3050 or ENG 2120 or MEEM 2150)
GE,4090,Field Geophysics,5.0,Summer,GE 3040 and GE 3010
GE,4091,Field Geology with Engineering Applications,5.0,Summer,GE 2000 and GE 2310 and GE 3050 and GE 3010
GE,4115,Environmental and Engineering Geophysics,3.0,"Fall, Spring",GE 3040(C)
GE,4150,Natural Hazards,3.0,Fall,GE 2000 or GE 2100
GE,4180,Volcanology,3.0,Fall,GE 2000 and (MA 1160 or MA 1161 or MA 1121)
GE,4190,Magma Reservoir Dynamics,3.0,"Spring, in odd years",GE 2300 and GE 2310
GE,4220,Mining Systems and The Environment,3.0,Fall,CH 1150
GE,4250,Fundamentals of Remote Sensing,3.0,Spring,PH 2200 and MA 2160
GE,4290,Mine Ventilation Engineering,3.0,Spring,GE 2020 and GE 2320 and (ENG 3200 or CEE 3200)
GE,4360,Bulk Materials Dynamics &amp; Engineering,4.0,Spring,PH 2100 and GE 2320 and ENG 2120
GE,4530,Planetary Geology &amp; Geophysics,3.0,Fall,GE 2000 and PH 2200 and MA 2160
GE,4560,Earthquake Seismology,3.0,Fall,GE 3050 and PH 2100
GE,4600,Reflection Seismology,3.0,Spring,GE 3040
GE,4610,Formation Evaluation and Petroleum Engineering,3.0,"Fall, Spring",
GE,4680,Reliability &amp; Optimization in Mining,3.0,"Spring, in even years",GE 2020 or GE 2320
GE,4800,Groundwater Engineering,3.0,Fall,GE 3850 or CEE 3810
GE,4860,Computational Methods in Geomechanics,3.0,"Spring, in odd years",CEE 3810 or GE 3890
GE,4900,Capstone I,3.0,"Fall, Spring",
GE,4910,Capstone II,3.0,"Fall, Spring",GE 4900
GE,4930,Special Topics in Geological Engineering,var,On Demand,
GE,4931,Special Topics in Geology,var,On Demand,
GE,4933,Special Topics in Geophysics,var,On Demand,
GE,4934,Special Topics in Mining Engineering,var,On Demand,
GE,4961,Independent Geology Research Project,var,On Demand,
GE,4962,Independent Geophysics Research Project,var,On Demand,
HF,1999,Introduction to the Human Factors Major,1.0,Fall,
HF,2000,Introduction to Engineering Psychology,3.0,Fall,
HF,3850,Human Factors,3.0,Fall,(PSY 2000 or HF 2000) and UN 1015
HF,3999,Human Factors Third Year Seminar,1.0,Spring,
HF,4015,Cognitive Task Analysis,3.0,"Fall, in even years",(PSY 2000 or HF 2000) and UN 1015
HF,4870,Human-Centered Design,3.0,On Demand,
HF,4880,Usability Assessment,3.0,On Demand,
HF,4999,Fourth Year Seminar: Culminating Experience Reflection,1.0,Fall,ENT 4900(C)
HON,1150,Launch Your Journey,1.0,"Fall, Spring",
HON,2150,Know Yourself,1.0,"Fall, Spring",HON 1150
HON,2500,Entering Research I,1.0,On Demand,
HON,2990,Interdisciplinary Special Topics in Honors,var,On Demand,
HON,3060,Honors Practicum,var,"Fall, Spring, Summer",HON 2150
HON,3150,Pavlis Seminar II,1.0,"Fall, Spring",HON 2150
HON,3300,Innovation through Human-Centered Design,3.0,"Fall, Spring",
HON,3350,Navigate Your World,1.0,"Fall, Spring",HON 2150
HON,3990,Interdisciplinary Special Topics in Honors,var,On Demand,
HON,4070,Leadership Practicum,var,"Fall, Spring, Summer",MGT 3100 or AF 3001
HON,4150,Pavlis Seminar III,1.0,"Fall, Spring",HON 3150
HON,4250,Experiential Learning in Cross-Cultural Immersions,3.0,"Fall, Spring",
HON,4300,Introduction to the Fundamentals of Social Innovation and Social Entrepreneurship,3.0,Spring,
HON,4350,Tell Your Story,1.0,"Fall, Spring",HON 3350
HON,4990,Interdisciplinary Special Topics in Honors,var,On Demand,
HU,1000,Introduction to Humanities,3.0,Fall,
HU,2130,Introduction to Rhetoric,3.0,"Fall, Spring",
HU,2200,Introduction to World Cultures through Narrative and Film,3.0,Fall,
HU,2201,Level I-A Chinese Language and Culture,3.0,On Demand,
HU,2202,Level I-B Chinese Language and Culture,3.0,On Demand,HU 2201 or Language Placement Chinese >= 100
HU,2241,Level I-A Less Commonly Taught Languages,var,On Demand,
HU,2242,Level I-B Less Commonly Taught Languages,var,On Demand,HU 2241
HU,2271,Level I-A French Language and Culture,3.0,On Demand,
HU,2272,Level I-B French Language and Culture,3.0,On Demand,HU 2271 or Language Placement French >= 131
HU,2273,Transitional Level I French Language and Culture,3.0,On Demand,Language Placement French >= 211
HU,2281,Level I-A German Language and Culture,3.0,"Fall, Spring",
HU,2282,Level I-B German Language and Culture,3.0,"Fall, Spring",HU 2281 or Language Placement German >= 201
HU,2291,Level I-A Spanish Language and Culture,3.0,Fall,
HU,2292,Level I-B Spanish Language and Culture,3.0,"Fall, Spring",HU 2291 or Language Placement Spanish >= 131
HU,2293,Transitional Level I Spanish Language and Culture,3.0,"Fall, Spring",HU 2291 or Language Placement Spanish >= 201
HU,2324,Introduction to Film,3.0,"Fall, Summer",
HU,2400,Conversations on Culture and Diversity,3.0,Fall,
HU,2500,Writing About Literature,3.0,Fall,UN 1015
HU,2501,American Experience in Literature,3.0,"Spring, in odd years",
HU,2503,Introduction to Literature,3.0,"Fall, Spring",
HU,2505,"Humanities, Science, and Technology",3.0,On Demand,
HU,2510,Intro to Creative Writing,3.0,"Fall, Spring",UN 1015
HU,2538,British Experience in Literature,3.0,"Fall, in even years, Spring, in even years",
HU,2548,Young Adult Literature,3.0,On Demand,
HU,2600,Introduction to Writing in Science and Technology,3.0,On Demand,UN 1015
HU,2633,Fundamentals of Digital Imaging,3.0,"Fall, Spring",
HU,2642,Introduction to Digital Media,3.0,On Demand,
HU,2645,Graphic and Information Design,3.0,"Fall, Spring",
HU,2646,Writing with Web Technologies,3.0,On Demand,UN 1015(C)
HU,2700,Introduction to Philosophy,3.0,"Fall, Spring, Summer",
HU,2701,Logic and Critical Thinking,3.0,On Demand,
HU,2702,Ethical Theory and Moral Problems,3.0,On Demand,
HU,2810,Research and Writing in Communication,3.0,"Spring, in odd years",UN 1015
HU,2820,Communication and Culture,3.0,Fall,
HU,2825,Technology and Media,3.0,Spring,
HU,2830,Public Speaking &amp; Multimedia,3.0,"Fall, Spring, Summer",UN 1015
HU,2840,Interpersonal Communication and Technology,3.0,On Demand,UN 1015
HU,2910,Language and Mind,3.0,On Demand,
HU,2920,Language and Society,3.0,On Demand,
HU,3000,Humanities Experience: Community-Engaged Learning,3.0,On Demand,UN 1015
HU,3015,Advanced Composition,3.0,"Fall, Spring, Summer",UN 1015
HU,3105,Writing About Numbers,3.0,On Demand,UN 1015
HU,3120,Technical and Professional Communication,3.0,"Fall, Spring, Summer",
HU,3121,Advanced Technical Writing,3.0,On Demand,UN 1015 and (HU 2600 or HU 3120)
HU,3130,Rhetoric of Science and Technology,3.0,Fall,UN 1015
HU,3135,Power and Bias in Technology Design,3.0,On Demand,UN 1015
HU,3140,Rhetoric of Health &amp; Medicine,3.0,On Demand,UN 1015
HU,3150,Topics in Literacy Studies,3.0,On Demand,UN 1015
HU,3151,The Rhetoric of Everyday Texts,3.0,Spring,UN 1015
HU,3160,The Rhetoric and Culture of Games,3.0,Fall,
HU,3201,Level II-A Chinese Language and Culture,3.0,On Demand,HU 2202 or Language Placement Chinese >= 201
HU,3202,Level II-B Chinese Language and Culture,3.0,On Demand,HU 3201 or Language Placement Chinese >= 301
HU,3204,Level III Topics in Chinese Literature and Culture,3.0,On Demand,HU 3202 or Language Placement Chinese >= 401
HU,3241,Level II A Less Commonly Taught Language and Culture,var,On Demand,HU 2242
HU,3242,Level II B Less Commonly Taught Language and Culture,var,On Demand,HU 3241
HU,3253,World Literatures &amp; Cultures,3.0,On Demand,UN 1015
HU,3261,Topics in Communicating Across Cultures,3.0,On Demand,UN 1015
HU,3262,Topics in Francophone Cultures,3.0,On Demand,UN 1015
HU,3263,Topics in German-Speaking Cultures,3.0,"Fall, Summer",UN 1015
HU,3264,Topics in Spanish-Speaking Cultures,3.0,"Fall, Spring",UN 1015
HU,3265,Topics in East Asian Cultures,3.0,On Demand,
HU,3269,"International Language Study in Spanish, German, or French",var,On Demand,
HU,3271,Level II-A French Language and Culture,3.0,On Demand,HU 2272 or HU 2273 or Language Placement French >= 331
HU,3272,Level II-B French Language and Culture,3.0,On Demand,HU 3271 or Language Placement French >= 421
HU,3273,Level II-C French Composition and Conversation,3.0,On Demand,HU 3272 or Language Placement French >= 501
HU,3274,Level III Topics in French Literature and Culture,3.0,"On Demand, in odd years",HU 3272 or HU 3273 or Language Placement French >= 501 or CEEB French Language >= 3 or CEEB French Literature >= 3
HU,3275,Level III French for Special Purposes,3.0,"On Demand, in odd years",HU 3272 or HU 3273 or Language Placement French >= 501 or CEEB French Language >= 3 or CEEB French Literature >= 3
HU,3281,Level II-A German Language and Culture,3.0,"Fall, Spring",HU 2282 or Language Placement German >= 321
HU,3282,Level II-B German Language and Culture,3.0,"Fall, Spring",HU 3281 or Language Placement German >= 441
HU,3283,German Composition and Conversation,3.0,On Demand,(HU 3282 or Language Placement German >= 561) and UN 1015
HU,3284,Level III in German Literature and Culture,3.0,Fall,HU 3282 or HU 3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3285,Level III German: Film and Media,3.0,Spring,HU 3282 or HU 3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3286,Level III German Special Topics,3.0,On Demand,HU 3282 or HU 3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3289,Experiential Humanities: Exploring Topics in German Speaking Communities,3.0,Summer,UN 1015
HU,3291,Level II Spanish Language and Culture,3.0,"Fall, Spring",HU 2292 or HU 2293 or Language Placement Spanish >= 321
HU,3292,Level II-B Spanish Language and Culture,3.0,"Fall, Spring",HU 3291 or Language Placement Spanish >= 401
HU,3293,Level IIC Spanish Composition and Conversation,3.0,"Fall, Spring",HU 3292 or Language Placement Spanish >= 480 or CEEB Spanish Language >= 3 or CEEB Spanish Literature >= 3
HU,3294,Topics in Hispanic Literatures and Cultures,3.0,On Demand,HU 3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3295,Level III Advanced Spanish for Literacies,3.0,"Fall, in odd years, Spring, in odd years",HU 3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3296,Survey of Hispanic Literatures and Cultures,3.0,Fall,HU 3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3298,Experience Spanish Language &amp; Culture through Teaching,3.0,Spring,HU 3292 or Language Placement Spanish >= 480
HU,3299,Exploring a Hispanic City by Analyzing its Film Production,3.0,Summer,UN 1015
HU,3326,Topics in World Cinema,3.0,"Fall, in odd years, Spring, in odd years",UN 1015
HU,3327,Film Style and Genre,3.0,Spring,UN 1015
HU,3370,The Documentary Experience,3.0,Fall,
HU,3400,Topics in Diversity Studies,3.0,Spring,UN 1015
HU,3401,Gender and Culture,3.0,On Demand,UN 1015
HU,3502,Mythology,3.0,"Spring, Summer, in odd years",UN 1015
HU,3503,Special Topics: Literature and Culture,3.0,On Demand,UN 1015
HU,3504,Studies in the Novel,3.0,On Demand,UN 1015
HU,3505,Special Topics Literary Forms,3.0,On Demand,UN 1015
HU,3506,Major Authors,3.0,On Demand,UN 1015
HU,3507,Cultural Traditions in Literature,3.0,On Demand,UN 1015
HU,3508,Literature and the Environment,3.0,"Fall, in odd years",UN 1015
HU,3509,Studies in Drama,3.0,On Demand,UN 1015
HU,3513,Shakespeare,3.0,Fall,UN 1015
HU,3514,Workshop in Creative Nonfiction,3.0,On Demand,HU 2510 and UN 1015
HU,3515,Workshop in Poetry,3.0,On Demand,HU 2510 and UN 1015
HU,3516,Workshop in Fiction,3.0,On Demand,HU 2510 and UN 1015
HU,3517,Literary Theory and Criticism,3.0,"Spring, in even years",UN 1015
HU,3518,Workshop in Science Fiction Writing,3.0,"Fall, in even years, Spring, in even years",UN 1015
HU,3519,Workshop in Nature Writing,3.0,"Fall, in odd years",UN 1015
HU,3545,Literature Across Borders,3.0,"Spring, in even years",UN 1015
HU,3554,Science Fiction,3.0,On Demand,UN 1015
HU,3557,Literature and Science,3.0,On Demand,UN 1015
HU,3600,Professional Development in the Humanities,3.0,Spring,
HU,3605,"Style, Grammar, &amp; Power in Society and Culture",3.0,On Demand,UN 1015
HU,3606,Editing,3.0,Spring,UN 1015
HU,3621,HU Experience in Journalism,3.0,"Fall, Spring",UN 1015
HU,3630,Publications and Information Management,3.0,On Demand,HU 2633 or HU 2645
HU,3692,Writing for Scientific Audiences,3.0,On Demand,UN 1015
HU,3693,Science Writing for Public Audiences,3.0,"Spring, in even years",UN 1015
HU,3694,Grant Writing,3.0,"Fall, in even years",UN 1015
HU,3695,Digital Writing and Rhetoric,3.0,On Demand,UN 1015
HU,3698,Writing for Health/Medical Audiences,3.0,On Demand,UN 1015
HU,3699,Health/Medical Writing for Public Audiences,3.0,On Demand,UN 1015
HU,3700,Philosophy of Science,3.0,On Demand,UN 1015
HU,3701,Philosophy of Technology,3.0,Fall,UN 1015
HU,3702,Philosophy of Religion,3.0,Fall,UN 1015
HU,3703,HU Experience in Environmental Philosophy,3.0,On Demand,UN 1015
HU,3704,Ethics of Artificial Intelligence,3.0,"Fall, Spring",
HU,3705,Media and Communication Ethics,3.0,Fall,
HU,3710,Engineering Ethics,3.0,Spring,UN 1015
HU,3711,Biomedical Ethics,3.0,On Demand,UN 1015
HU,3800,Media and Society,3.0,Spring,UN 1015
HU,3802,Media and Globalization,3.0,"On Demand, in odd years",UN 1015
HU,3810,HU Experience in Technology &amp; Critical Making,3.0,Spring,UN 1015
HU,3825,HU Experience in Environmental Communication,3.0,"Fall, in even years",UN 1015
HU,3830,"HU Experience in Creativity, Culture, and Change",3.0,On Demand,UN 1015
HU,3832,Virtual Encounters,3.0,On Demand,UN 1015
HU,3840,Organizational Communication,3.0,On Demand,UN 1015
HU,3845,Human-Machine Communication,3.0,Fall,UN 1015
HU,3850,Automated Culture: Critical Approaches to AI,3.0,On Demand,UN 1015
HU,3852,"See and Be Seen: Data, Surveillance &amp; Society",3.0,Fall,UN 1015
HU,3855,"Power, Activism, and Technology",3.0,"On Demand, in even years",UN 1015
HU,3860,Cultural Theory and Popular Culture,3.0,Spring,UN 1015
HU,3871,Media Theory,3.0,"Fall, Spring",UN 1015
HU,3872,Machines in the Mist: Visuality and Culture,3.0,"Spring, in odd years",UN 1015
HU,3882,Media Industries,3.0,On Demand,UN 1015
HU,3910,Language and Globalization,3.0,On Demand,UN 1015
HU,3940,Language and Identity,3.0,On Demand,UN 1015
HU,3950,Sound and Culture,3.0,On Demand,UN 1015
HU,4041,HU Experience in Communication for Sustainability,3.0,"Fall, in odd years",UN 1015
HU,4050,Special Topics,var,On Demand,
HU,4060,Humanities Workshop,var,On Demand,
HU,4101,Writing Center Practicum,1.0,"Fall, Spring",UN 1015
