Department,Course Number,Course Name,Credits,Semesters Offered,Pre-Requisite(s)
ENT,4960,Enterprise Project Work VI Capstone,2.0,"Fall, Spring, Summer",ENT4950 and (BE4900 or CEE3620 or CEE3810 or CM4855 or CS3712 or CS4711 or CS4760 or EE3174 or GE3890 or GE3880 or MSE4141(C) or CMG4210 or (EET4253 and EET3281) or (MET4460 and MET4210) or (SAT4541 and SAT3812) or SU4100 or ENG3830(C) or (ENG3505 and ENG4505) or (MEEM3750 or ME3750) and (MEEM3201 or ME3201) or (EE3280 and EE3261))
ENT,4961,Enterprise Project Work VII,1.0,"Fall, Spring, Summer",ENT3950 and ENT3960 and (ENT4950 and ENT4960) or (ENT4900 and ENT4910)
ENT,4970,Enterprise Special Topics,1.0,"Fall, Spring",
FIN,2400,Financial Literacy,3.0,Fall,
FIN,3000,Principles of Finance,3.0,"Fall, Spring, Summer",ACC2000 and (MA1020 or MA1030 or MA1031 or MA1032 or MA1120 or MA1135 or MA1160 or MA1161 or MA1121 or MA2160 or ALEKS Math Placement >= 61 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or ACT Mathematics >= 22 or SAT MATH SECTION SCORE-M16 >= 540)
FIN,4000,Investment Analysis,3.0,Fall,EC3400 or FIN3000 and (MA2710 or MA2720 or MA3710)
FIN,4100,Advanced Financial Management,3.0,Fall,EC3400 or FIN3000
FIN,4200,Derivatives and Financial Engineering,3.0,Spring,EC3400 or FIN3000 and (MA2710 or MA2720 or MA3710)
FIN,4300,Personal Financial Planning,3.0,Spring,BA3400 or EC3400 or FIN3000
FIN,4400,Equity Analysis,3.0,On Demand,FIN3000 or EC3400
FIN,4500,Risk Management,3.0,Spring,(FIN3000 or EC3400) and (MA2710 or MA2720 or MA3710 or MA3720)
FIN,4600,FinTech Foundations,3.0,Fall,EC3400 or FIN3000
FIN,4700,Global Finance,3.0,Fall,BA3400 or EC3400 or FIN3000
FIN,4801,Applied Portfolio Management I,var,Summer,
FIN,4802,Applied Portfolio Management II,var,Fall,
FIN,4803,Applied Portfolio Management III,var,Spring,
FIN,4990,Special Topics in Finance,var,On Demand,EC3400 or FIN3000
FW,1020,Exploring College of Forest Resources and Environmental Science Opportunities,1.0,Fall,
FW,1035,Wood Anatomy and Properties,3.0,Spring,
FW,1050,The Natural Resource Professional,2.0,Fall,
FW,2010,Vegetation of North America,4.0,Fall,
FW,2015,Landscape Vegetation,2.0,"Fall, Summer",FW2010
FW,2030,Conservation of Nature,2.0,Fall,
FW,2051,Field Techniques,2.0,Fall,
FW,2060,Fundamentals of Environmental Sustainability,3.0,Fall,
FW,2081,Introduction to Circular Economy,3.0,Spring,
FW,2100,Introduction to Biochemistry,3.0,Spring,CH1150
FW,2995,Current Issues in Natural Resources,var,On Demand,
FW,3010,Practice of Silviculture,4.0,"Fall, Summer",FW2010 and FW2051
FW,3012,Survey of Silviculture,2.0,"Fall, Summer",FW2010 and FW2051
FW,3015,Arboriculture,3.0,Fall,
FW,3020,Forest Ecology,3.0,Fall,FW2051(C)
FW,3075,Introduction to Biotechnology,3.0,Spring,
FW,3090,Mechanics of Solid Wood and Wood Composites,3.0,Fall,
FW,3097,Forest Biomaterials,3.0,Fall,
FW,3098,Adding Value to Forest Biomaterials,2.0,"Fall, in even years",FW1035
FW,3110,Natural Resource Policy,3.0,"Spring, Summer",
FW,3111,Wild Foods: Northern Forests,2.0,"Summer, in even years",
FW,3112,Human Dimensions of Conservation,3.0,Spring,FW1050
FW,3114,Reading the Forest,3.0,"Summer, in odd years",
FW,3117,Forest of the Future: Swedish Study Abroad,var,"Summer, in odd years",
FW,3150,Timber Harvesting,2.0,"Fall, Summer",FW2051
FW,3170,Land Measurements and GPS,1.0,"Fall, Summer",FW3540
FW,3180,"Geomorphology, Landscapes and Ecosystems",2.0,"Fall, Summer",
FW,3190,Multi-resource Assessment,3.0,"Fall, Summer",FW2051 and FW3020 and FW3200 and (MA2710 or MA2720 or MA3710)
FW,3200,Biometrics and Data Analysis,4.0,"Spring, Summer",FW2051 and (MA2710 or MA2720 or MA3710)
FW,3313,Sustainability Science,3.0,"Fall, Spring",
FW,3320,Fundamentals of Forest Genetics and Genomics,3.0,Spring,BL1400 or BL2160
FW,3330,Soil Science,4.0,Fall,CH1112(C) or (CH1150(C) and CH1151(C))
FW,3376,Forest &amp; Environmental Resource Management (The FERM) I,2.0,"Fall, Spring, Summer",FW2010 and FW2051
FW,3410,Conservation Science,3.0,Fall,
FW,3510,Outdoor Recreation and Tourism,3.0,Spring,
FW,3540,An Introduction to Geographic Information Systems for Natural Resource Management,4.0,Spring,MA2710(C) or MA2720(C) or MA3710(C) or ENVE3502 or CEE3502(C)
FW,3600,Wildlife Habitat,3.0,"Fall, Summer",
FW,3601,Wildlife Research Techniques,3.0,Fall,FW2051(C)
FW,3610,Ornithology,4.0,Spring,BL1040 or BL1020 or (BL1200 and BL1210) or (BL1400 and BL1410)
FW,3620,Field Ornithology,1.0,Summer,
FW,3760,Human Dimensions in Natural Resources Stewardship,3.0,Fall,
FW,3766,Maple Syrup Management and Culture,3.0,Spring,
FW,3800,Insect Ecology,2.0,"Fall, Summer",
FW,3840,Forest Health,3.0,"Fall, Summer",FW3020
FW,3850,Animal Behavior,3.0,"Spring, Summer, in odd years",BL1040 or (BL1400 and BL1410) or BL1010 or (BL1100 and BL1110) and (BL1020 or BL1200 and BL1210)
FW,4000,Professional Experience Program,1.0,"Fall, Spring, Summer",
FW,4001,Bioproducts Internship,var,"Fall, Spring, Summer",
FW,4050,Deterioration and Preservation of Sustainable Biomaterials,3.0,Fall,
FW,4070,Ge-izhi-mawanji’idiyang dazhindamang gidakiiminaan (the way we meet to talk about our earth),2.0,"Fall, in even years",
FW,4080,Forest Economics &amp; Finance,3.0,Spring,
FW,4082,Gene Expression Data Analysis,3.0,"Fall, in even years",FW4099 or CS1121 or CS1122 or CS1131 or CS1141 or CS2321
FW,4099,Programming Skills for Bioinformatics,3.0,"Fall, in odd years",CS1121
FW,4111,Indigenous Natural Resource Management,3.0,Spring,
FW,4115,Tree Seedling Production and Greenhouse Management,3.0,Spring,
FW,4120,Tree Physiology,3.0,Spring,
FW,4128,Conservation Genetics,3.0,"Spring, in odd years",BL1040 or BL1020 or (BL1200 and BL1210) or (BL1400 and BL1410)
FW,4140,Stand &amp; Forest Modeling,2.0,Spring,FW3010 or FW3012 and FW3540(C)
FW,4150,Forest and Natural Resource Management,3.0,Fall,FW3010 or FW3012
FW,4180,Applied Environmental Ethics,3.0,Fall,
FW,4220,Wetlands,4.0,Fall,BL1100 or BL1400 or BL2160 or BL3080
FW,4240,Mammalogy,4.0,Fall,BL1020 or BL1040 or (BL1200 and BL1210) or (BL1400 and BL1410)
FW,4260,Population Ecology,3.0,Fall,
FW,4300,Wildland Fire,3.0,Spring,FW3020 and (FW3010 or FW3012)
FW,4370,Forest and Landscape Hydrology,3.0,Spring,
FW,4371,Snow Hydrology,3.0,"Spring, in even years",MA2710 or MA2720
FW,4380,Landscape Ecology and Planning,3.0,Spring,MA2720 or CEE3502
FW,4400,Urban Forestry,3.0,Spring,
FW,4421,Climate Change and Forested Systems,3.0,Spring,
FW,4500,Independent Study,var,"Fall, Spring, Summer",
FW,4540,Remote Sensing of the Environment,3.0,Fall,
FW,4545,Map Design with GIS,2.0,"Fall, Spring",FW3540 or FW5550
FW,4550,Introduction to Cartography for GIS,3.0,"Fall, Spring, Summer",FW5550 or FW3540
FW,4554,GPS Field Techniques,2.0,Fall,FW3540
FW,4610,Wildlife Ecology,3.0,Fall,BL3400(C) or FW3020(C)
FW,4620,Herpetology,3.0,"Spring, in even years",BL1040 or BL1020 or (BL1200 and BL1210) or (BL1400 and BL1410)
FW,4635,Wildlife Disease Ecology,3.0,Spring,FW3601 or FW4610 or BL3940
FW,4710,Environmental Biogeochemistry,3.0,Spring,CH1150
FW,4800,Communication for Natural Resource Professionals,2.0,Fall,FW3190
FW,4811,Integrated Resource Assessment Data Collection,2.0,"Fall, Summer",FW3190
FW,4815,Wildlife Ecology and Conservation Capstone: Research,2.0,Fall,FW3190 and FW3600
FW,4830,Integrated Natural Resource Assessment,2.0,"Fall, Spring",FW4811
FW,4835,Wildlife Ecology and Conservation Capstone: Conservation,2.0,Spring,FW4815
FW,4840,Senior Research Thesis,4.0,"Fall, Spring",FW3190
FW,4860,Environmental Science and Sustainability Capstone,3.0,Spring,FW3020 and FW3110 and FW3540
GE,1100,Geological Engineering and Sciences Orientation,1.0,Fall,
GE,1200,Introduction to Data Science for Earth Resource Applications,1.0,Fall,MA1160(C) or MA1161(C) or MA1121(C)
GE,2000,Understanding the Earth,3.0,"Fall, Spring",
GE,2010,Introduction to Geographic Information Systems,3.0,Fall,MA1160 or MA1161 or MA1121
GE,2020,Introduction to Mining Engineering and Mining Methods,2.0,Fall,
GE,2100,Environmental Geology,3.0,Spring,
GE,2300,Mineral Science,3.0,Fall,CH1000 or CH1112 or (CH1150 and CH1151)
GE,2310,Introduction to Petrology,3.0,Spring,GE2300
GE,2320,Mining Methods and Systems,2.0,Spring,GE2020
GE,2640,Atmospheric Observations and Meteorology,3.0,"Fall, in even years",
GE,3010,Introduction to Field Methods,1.0,Fall,GE2300 and GE2310 and GE3050
GE,3040,Fundamentals of Applied and Environmental Geophysics,3.0,Spring,PH2200
GE,3050,Structural Geology,3.0,Spring,GE2000
GE,3100,Depositional Systems,3.0,Fall,GE2000 and GE2310
GE,3200,Geochemistry,3.0,"Spring, in even years",CH1150 and CH1151
GE,3250,Computational Geosciences,3.0,Spring,MA1160 or MA1161 or MA1121
GE,3320,Earth History,3.0,"Fall, in even years",GE2000 or GE2100
GE,3440,"Drilling, Blasting, and Mine Safety Engineering",4.0,"Fall, in odd years",GE2020 and PH2100 and MA2160
GE,3850,Geohydrology,3.0,Spring,GE2000 and MA2160
GE,3870,Resource &amp; Reserve Estimation,3.0,Fall,GE2020 and MA3710
GE,3880,Mine Planning and Design,3.0,Spring,GE2320 and GE3440 and GE3870
GE,3890,Engineering Geology and Rock Mechanics,3.0,Fall,(GE2000 or GE2100) and (GE3050 or ENG2120 or MEEM2150)
GE,4090,Field Geophysics,5.0,Summer,GE3040 and GE3010
GE,4091,Field Geology with Engineering Applications,5.0,Summer,GE2000 and GE2310 and GE3050 and GE3010
GE,4115,Environmental and Engineering Geophysics,3.0,"Fall, Spring",GE3040(C)
GE,4150,Natural Hazards,3.0,Fall,GE2000 or GE2100
GE,4180,Volcanology,3.0,Fall,GE2000 and (MA1160 or MA1161 or MA1121)
GE,4190,Magma Reservoir Dynamics,3.0,"Spring, in odd years",GE2300 and GE2310
GE,4220,Mining Systems and The Environment,3.0,Fall,CH1150
GE,4250,Fundamentals of Remote Sensing,3.0,Spring,PH2200 and MA2160
GE,4290,Mine Ventilation Engineering,3.0,Spring,GE2020 and GE2320 and (ENG3200 or CEE3200)
GE,4360,Bulk Materials Dynamics &amp; Engineering,4.0,Spring,PH2100 and GE2320 and ENG2120
GE,4530,Planetary Geology &amp; Geophysics,3.0,Fall,GE2000 and PH2200 and MA2160
GE,4560,Earthquake Seismology,3.0,Fall,GE3050 and PH2100
GE,4600,Reflection Seismology,3.0,Spring,GE3040
GE,4610,Formation Evaluation and Petroleum Engineering,3.0,"Fall, Spring",
GE,4680,Reliability &amp; Optimization in Mining,3.0,"Spring, in even years",GE2020 or GE2320
GE,4800,Groundwater Engineering,3.0,Fall,GE3850 or CEE3810
GE,4860,Computational Methods in Geomechanics,3.0,"Spring, in odd years",CEE3810 or GE3890
GE,4900,Capstone I,3.0,"Fall, Spring",
GE,4910,Capstone II,3.0,"Fall, Spring",GE4900
GE,4930,Special Topics in Geological Engineering,var,On Demand,
GE,4931,Special Topics in Geology,var,On Demand,
GE,4933,Special Topics in Geophysics,var,On Demand,
GE,4934,Special Topics in Mining Engineering,var,On Demand,
GE,4961,Independent Geology Research Project,var,On Demand,
GE,4962,Independent Geophysics Research Project,var,On Demand,
HF,1999,Introduction to the Human Factors Major,1.0,Fall,
HF,2000,Introduction to Engineering Psychology,3.0,Fall,
HF,3850,Human Factors,3.0,Fall,(PSY2000 or HF2000) and UN1015
HF,3999,Human Factors Third Year Seminar,1.0,Spring,
HF,4015,Cognitive Task Analysis,3.0,"Fall, in even years",(PSY2000 or HF2000) and UN1015
HF,4870,Human-Centered Design,3.0,On Demand,
HF,4880,Usability Assessment,3.0,On Demand,
HF,4999,Fourth Year Seminar: Culminating Experience Reflection,1.0,Fall,ENT4900(C)
HON,1150,Launch Your Journey,1.0,"Fall, Spring",
HON,2150,Know Yourself,1.0,"Fall, Spring",HON1150
HON,2500,Entering Research I,1.0,On Demand,
HON,2990,Interdisciplinary Special Topics in Honors,var,On Demand,
HON,3060,Honors Practicum,var,"Fall, Spring, Summer",HON2150
HON,3150,Pavlis Seminar II,1.0,"Fall, Spring",HON2150
HON,3300,Innovation through Human-Centered Design,3.0,"Fall, Spring",
HON,3350,Navigate Your World,1.0,"Fall, Spring",HON2150
HON,3990,Interdisciplinary Special Topics in Honors,var,On Demand,
HON,4070,Leadership Practicum,var,"Fall, Spring, Summer",MGT3100 or AF3001
HON,4150,Pavlis Seminar III,1.0,"Fall, Spring",HON3150
HON,4250,Experiential Learning in Cross-Cultural Immersions,3.0,"Fall, Spring",
HON,4300,Introduction to the Fundamentals of Social Innovation and Social Entrepreneurship,3.0,Spring,
HON,4350,Tell Your Story,1.0,"Fall, Spring",HON3350
HON,4990,Interdisciplinary Special Topics in Honors,var,On Demand,
HU,1000,Introduction to Humanities,3.0,Fall,
HU,2130,Introduction to Rhetoric,3.0,"Fall, Spring",
HU,2200,Introduction to World Cultures through Narrative and Film,3.0,Fall,
HU,2201,Level I-A Chinese Language and Culture,3.0,On Demand,
HU,2202,Level I-B Chinese Language and Culture,3.0,On Demand,HU2201 or Language Placement Chinese >= 100
HU,2241,Level I-A Less Commonly Taught Languages,var,On Demand,
HU,2242,Level I-B Less Commonly Taught Languages,var,On Demand,HU2241
HU,2271,Level I-A French Language and Culture,3.0,On Demand,
HU,2272,Level I-B French Language and Culture,3.0,On Demand,HU2271 or Language Placement French >= 131
HU,2273,Transitional Level I French Language and Culture,3.0,On Demand,Language Placement French >= 211
HU,2281,Level I-A German Language and Culture,3.0,"Fall, Spring",
HU,2282,Level I-B German Language and Culture,3.0,"Fall, Spring",HU2281 or Language Placement German >= 201
HU,2291,Level I-A Spanish Language and Culture,3.0,Fall,
HU,2292,Level I-B Spanish Language and Culture,3.0,"Fall, Spring",HU2291 or Language Placement Spanish >= 131
HU,2293,Transitional Level I Spanish Language and Culture,3.0,"Fall, Spring",HU2291 or Language Placement Spanish >= 201
HU,2324,Introduction to Film,3.0,"Fall, Summer",
HU,2400,Conversations on Culture and Diversity,3.0,Fall,
HU,2500,Writing About Literature,3.0,Fall,UN1015
HU,2501,American Experience in Literature,3.0,"Spring, in odd years",
HU,2503,Introduction to Literature,3.0,"Fall, Spring",
HU,2505,"Humanities, Science, and Technology",3.0,On Demand,
HU,2510,Intro to Creative Writing,3.0,"Fall, Spring",UN1015
HU,2538,British Experience in Literature,3.0,"Fall, in even years, Spring, in even years",
HU,2548,Young Adult Literature,3.0,On Demand,
HU,2600,Introduction to Writing in Science and Technology,3.0,On Demand,UN1015
HU,2633,Fundamentals of Digital Imaging,3.0,"Fall, Spring",
HU,2642,Introduction to Digital Media,3.0,On Demand,
HU,2645,Graphic and Information Design,3.0,"Fall, Spring",
HU,2646,Writing with Web Technologies,3.0,On Demand,UN1015(C)
HU,2700,Introduction to Philosophy,3.0,"Fall, Spring, Summer",
HU,2701,Logic and Critical Thinking,3.0,On Demand,
HU,2702,Ethical Theory and Moral Problems,3.0,On Demand,
HU,2810,Research and Writing in Communication,3.0,"Spring, in odd years",UN1015
HU,2820,Communication and Culture,3.0,Fall,
HU,2825,Technology and Media,3.0,Spring,
HU,2830,Public Speaking &amp; Multimedia,3.0,"Fall, Spring, Summer",UN1015
HU,2840,Interpersonal Communication and Technology,3.0,On Demand,UN1015
HU,2910,Language and Mind,3.0,On Demand,
HU,2920,Language and Society,3.0,On Demand,
HU,3000,Humanities Experience: Community-Engaged Learning,3.0,On Demand,UN1015
HU,3015,Advanced Composition,3.0,"Fall, Spring, Summer",UN1015
HU,3105,Writing About Numbers,3.0,On Demand,UN1015
HU,3120,Technical and Professional Communication,3.0,"Fall, Spring, Summer",
HU,3121,Advanced Technical Writing,3.0,On Demand,UN1015 and (HU2600 or HU3120)
HU,3130,Rhetoric of Science and Technology,3.0,Fall,UN1015
HU,3135,Power and Bias in Technology Design,3.0,On Demand,UN1015
HU,3140,Rhetoric of Health &amp; Medicine,3.0,On Demand,UN1015
HU,3150,Topics in Literacy Studies,3.0,On Demand,UN1015
HU,3151,The Rhetoric of Everyday Texts,3.0,Spring,UN1015
HU,3160,The Rhetoric and Culture of Games,3.0,Fall,
HU,3201,Level II-A Chinese Language and Culture,3.0,On Demand,HU2202 or Language Placement Chinese >= 201
HU,3202,Level II-B Chinese Language and Culture,3.0,On Demand,HU3201 or Language Placement Chinese >= 301
HU,3204,Level III Topics in Chinese Literature and Culture,3.0,On Demand,HU3202 or Language Placement Chinese >= 401
HU,3241,Level II A Less Commonly Taught Language and Culture,var,On Demand,HU2242
HU,3242,Level II B Less Commonly Taught Language and Culture,var,On Demand,HU3241
HU,3253,World Literatures &amp; Cultures,3.0,On Demand,UN1015
HU,3261,Topics in Communicating Across Cultures,3.0,On Demand,UN1015
HU,3262,Topics in Francophone Cultures,3.0,On Demand,UN1015
HU,3263,Topics in German-Speaking Cultures,3.0,"Fall, Summer",UN1015
HU,3264,Topics in Spanish-Speaking Cultures,3.0,"Fall, Spring",UN1015
HU,3265,Topics in East Asian Cultures,3.0,On Demand,
HU,3269,"International Language Study in Spanish, German, or French",var,On Demand,
HU,3271,Level II-A French Language and Culture,3.0,On Demand,HU2272 or HU2273 or Language Placement French >= 331
HU,3272,Level II-B French Language and Culture,3.0,On Demand,HU3271 or Language Placement French >= 421
HU,3273,Level II-C French Composition and Conversation,3.0,On Demand,HU3272 or Language Placement French >= 501
HU,3274,Level III Topics in French Literature and Culture,3.0,"On Demand, in odd years",HU3272 or HU3273 or Language Placement French >= 501 or CEEB French Language >= 3 or CEEB French Literature >= 3
HU,3275,Level III French for Special Purposes,3.0,"On Demand, in odd years",HU3272 or HU3273 or Language Placement French >= 501 or CEEB French Language >= 3 or CEEB French Literature >= 3
HU,3281,Level II-A German Language and Culture,3.0,"Fall, Spring",HU2282 or Language Placement German >= 321
HU,3282,Level II-B German Language and Culture,3.0,"Fall, Spring",HU3281 or Language Placement German >= 441
HU,3283,German Composition and Conversation,3.0,On Demand,(HU3282 or Language Placement German >= 561) and UN1015
HU,3284,Level III in German Literature and Culture,3.0,Fall,HU3282 or HU3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3285,Level III German: Film and Media,3.0,Spring,HU3282 or HU3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3286,Level III German Special Topics,3.0,On Demand,HU3282 or HU3283 or Language Placement German >= 561 or CEEB German Language >= 3
HU,3289,Experiential Humanities: Exploring Topics in German Speaking Communities,3.0,Summer,UN1015
HU,3291,Level II Spanish Language and Culture,3.0,"Fall, Spring",HU2292 or HU2293 or Language Placement Spanish >= 321
HU,3292,Level II-B Spanish Language and Culture,3.0,"Fall, Spring",HU3291 or Language Placement Spanish >= 401
HU,3293,Level IIC Spanish Composition and Conversation,3.0,"Fall, Spring",HU3292 or Language Placement Spanish >= 480 or CEEB Spanish Language >= 3 or CEEB Spanish Literature >= 3
HU,3294,Topics in Hispanic Literatures and Cultures,3.0,On Demand,HU3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3295,Level III Advanced Spanish for Literacies,3.0,"Fall, in odd years, Spring, in odd years",HU3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3296,Survey of Hispanic Literatures and Cultures,3.0,Fall,HU3293 or Language Placement Spanish >= 631 or CEEB Spanish Language >= 4 or CEEB Spanish Literature >= 4
HU,3298,Experience Spanish Language &amp; Culture through Teaching,3.0,Spring,HU3292 or Language Placement Spanish >= 480
HU,3299,Exploring a Hispanic City by Analyzing its Film Production,3.0,Summer,UN1015
HU,3326,Topics in World Cinema,3.0,"Fall, in odd years, Spring, in odd years",UN1015
HU,3327,Film Style and Genre,3.0,Spring,UN1015
HU,3370,The Documentary Experience,3.0,Fall,
HU,3400,Topics in Diversity Studies,3.0,Spring,UN1015
HU,3401,Gender and Culture,3.0,On Demand,UN1015
HU,3502,Mythology,3.0,"Spring, Summer, in odd years",UN1015
HU,3503,Special Topics: Literature and Culture,3.0,On Demand,UN1015
HU,3504,Studies in the Novel,3.0,On Demand,UN1015
HU,3505,Special Topics Literary Forms,3.0,On Demand,UN1015
HU,3506,Major Authors,3.0,On Demand,UN1015
HU,3507,Cultural Traditions in Literature,3.0,On Demand,UN1015
HU,3508,Literature and the Environment,3.0,"Fall, in odd years",UN1015
HU,3509,Studies in Drama,3.0,On Demand,UN1015
HU,3513,Shakespeare,3.0,Fall,UN1015
HU,3514,Workshop in Creative Nonfiction,3.0,On Demand,HU2510 and UN1015
HU,3515,Workshop in Poetry,3.0,On Demand,HU2510 and UN1015
HU,3516,Workshop in Fiction,3.0,On Demand,HU2510 and UN1015
HU,3517,Literary Theory and Criticism,3.0,"Spring, in even years",UN1015
HU,3518,Workshop in Science Fiction Writing,3.0,"Fall, in even years, Spring, in even years",UN1015
HU,3519,Workshop in Nature Writing,3.0,"Fall, in odd years",UN1015
HU,3545,Literature Across Borders,3.0,"Spring, in even years",UN1015
HU,3554,Science Fiction,3.0,On Demand,UN1015
HU,3557,Literature and Science,3.0,On Demand,UN1015
HU,3600,Professional Development in the Humanities,3.0,Spring,
HU,3605,"Style, Grammar, &amp; Power in Society and Culture",3.0,On Demand,UN1015
HU,3606,Editing,3.0,Spring,UN1015
HU,3621,HU Experience in Journalism,3.0,"Fall, Spring",UN1015
HU,3630,Publications and Information Management,3.0,On Demand,HU2633 or HU2645
HU,3692,Writing for Scientific Audiences,3.0,On Demand,UN1015
HU,3693,Science Writing for Public Audiences,3.0,"Spring, in even years",UN1015
HU,3694,Grant Writing,3.0,"Fall, in even years",UN1015
HU,3695,Digital Writing and Rhetoric,3.0,On Demand,UN1015
HU,3698,Writing for Health/Medical Audiences,3.0,On Demand,UN1015
HU,3699,Health/Medical Writing for Public Audiences,3.0,On Demand,UN1015
HU,3700,Philosophy of Science,3.0,On Demand,UN1015
HU,3701,Philosophy of Technology,3.0,Fall,UN1015
HU,3702,Philosophy of Religion,3.0,Fall,UN1015
HU,3703,HU Experience in Environmental Philosophy,3.0,On Demand,UN1015
HU,3704,Ethics of Artificial Intelligence,3.0,"Fall, Spring",
HU,3705,Media and Communication Ethics,3.0,Fall,
HU,3710,Engineering Ethics,3.0,Spring,UN1015
HU,3711,Biomedical Ethics,3.0,On Demand,UN1015
HU,3800,Media and Society,3.0,Spring,UN1015
HU,3802,Media and Globalization,3.0,"On Demand, in odd years",UN1015
HU,3810,HU Experience in Technology &amp; Critical Making,3.0,Spring,UN1015
HU,3825,HU Experience in Environmental Communication,3.0,"Fall, in even years",UN1015
HU,3830,"HU Experience in Creativity, Culture, and Change",3.0,On Demand,UN1015
HU,3832,Virtual Encounters,3.0,On Demand,UN1015
HU,3840,Organizational Communication,3.0,On Demand,UN1015
HU,3845,Human-Machine Communication,3.0,Fall,UN1015
HU,3850,Automated Culture: Critical Approaches to AI,3.0,On Demand,UN1015
HU,3852,"See and Be Seen: Data, Surveillance &amp; Society",3.0,Fall,UN1015
HU,3855,"Power, Activism, and Technology",3.0,"On Demand, in even years",UN1015
HU,3860,Cultural Theory and Popular Culture,3.0,Spring,UN1015
HU,3871,Media Theory,3.0,"Fall, Spring",UN1015
HU,3872,Machines in the Mist: Visuality and Culture,3.0,"Spring, in odd years",UN1015
HU,3882,Media Industries,3.0,On Demand,UN1015
HU,3910,Language and Globalization,3.0,On Demand,UN1015
HU,3940,Language and Identity,3.0,On Demand,UN1015
HU,3950,Sound and Culture,3.0,On Demand,UN1015
HU,4041,HU Experience in Communication for Sustainability,3.0,"Fall, in odd years",UN1015
HU,4050,Special Topics,var,On Demand,
HU,4060,Humanities Workshop,var,On Demand,
HU,4101,Writing Center Practicum,1.0,"Fall, Spring",UN1015
HU,4102,Lode Practicum for Student Journalists,1.0,On Demand,UN1015
HU,4271,Modern Language Seminar I-French,3.0,On Demand,HU3274 or HU3275
HU,4272,Modern Language Seminar II-French,3.0,On Demand,HU3274 or HU3275
HU,4273,Modern Language Seminar III-French,3.0,On Demand,(HU3274 or HU3275) and UN1015
HU,4281,Modern Language Seminar I-German,3.0,On Demand,HU3284 or HU3285
HU,4282,Modern Language Seminar II-German,3.0,On Demand,(HU3284 or HU3285) and UN1015
HU,4283,Modern Language Seminar III-German,3.0,On Demand,HU3284 or HU3285
HU,4291,Level IV Modern Language Seminar I-Spanish,3.0,On Demand,HU3294 or HU3295 or HU3296
HU,4292,Level IV Modern Language Seminar II-Spanish,3.0,On Demand,HU3294 or HU3295 or HU3296
HU,4293,Level IV Modern Language Seminar III-Spanish,3.0,On Demand,HU3294 or HU3295 or HU3296
HU,4327,Multimedia Storytelling,3.0,On Demand,HU2324
HU,4370,Documentary Workshop,3.0,"Spring, in even years",HU2633 or HU3370
HU,4500,Senior Seminar in English,var,"Fall, Spring",
HU,4501,BA Thesis,3.0,On Demand,
HU,4600,Humanities Internship,var,On Demand,
HU,4625,Risk Communication,3.0,On Demand,UN1015
HU,4628,Usability Evaluation and Testing,3.0,On Demand,UN1015 and (HU2600 or HU3120)
HU,4632,Special Topics in Usability and User Experience,3.0,On Demand,UN1015
HU,4635,Principles of User Experience Design,3.0,On Demand,UN1015 and HU2645
HU,4642,Advanced Topics in Media,3.0,On Demand,HU2633 or HU2645
HU,4690,Special Topics in Technical and Professional Communication,3.0,On Demand,
HU,4698,STC Portfolio,1.0,"Fall, Spring",
HU,4700,Topics in Philosophy,3.0,On Demand,UN1015
HU,4701,Political Philosophy,3.0,On Demand,UN1015
HU,4710,Sports Medicine and Ethics,3.0,On Demand,
HU,4711,Biomedical Research Ethics,3.0,On Demand,HU3711
HU,4725,Existentialism and Phenomenology,3.0,"Spring, in odd years",UN1015
HU,4810,"Communication, Culture, and Media Senior Seminar",3.0,On Demand,HU2810 and HU2820 and HU2830
HU,4890,Topics in Communication,3.0,On Demand,UN1015
KIP,1000,Introduction to Exercise Science,1.0,Fall,
KIP,1500,Foundations of Kinesiology,3.0,"Spring, Summer",
KIP,1900,Student Athlete 101,1.0,Fall,
KIP,2000,Professionalism in Kinesiology,2.0,Fall,
KIP,2100,Introduction to Athletic Training,3.0,"Fall, Spring",
KIP,2200,Health Promotion,2.0,"Fall, in even years",KIP1500
KIP,2300,Sports and Fitness Leadership,2.0,"Fall, in odd years",
KIP,2400,Principles of Sports Officiating,2.0,"Fall, in even years",
KIP,2450,Water Safety Instructor,1.0,"Fall, Spring",
KIP,2470,Lifeguard First Aid,1.0,"Fall, Spring",
KIP,2500,Athletic Training Practicum,1.0,"Fall, Spring",KIP2100
KIP,2600,Introduction to Public Health,3.0,Fall,
KIP,2610,Outdoor Emergency Care Training (Ski Patrol),2.0,Fall,PE2028
KIP,2700,Essential Biochemistry,3.0,Fall,BL1200 or BL1400 or CH1150
KIP,2800,Special Topics in Kinesiology,var,"Fall, Spring",
KIP,3000,Sports Psychology,3.0,"Spring, Summer",PSY2000
KIP,3100,Exercise Assessment and Prescription,3.0,Fall,BL2020 and BL2021
KIP,3150,Functional Anatomy,3.0,Spring,
